#  E (eV)   dos(E)     Int dos(E) EFermi =    0.717 eV
 -11.422  0.0000E+00  0.0000E+00
 -11.412  0.7494E+00  0.3558E-02
 -11.402  0.1114E+01  0.1241E-01
 -11.392  0.1374E+01  0.2519E-01
 -11.382  0.1659E+01  0.4035E-01
 -11.372  0.1937E+01  0.5841E-01
 -11.362  0.2141E+01  0.7873E-01
 -11.352  0.2366E+01  0.1012E+00
 -11.342  0.2625E+01  0.1262E+00
 -11.332  0.2835E+01  0.1535E+00
 -11.322  0.3061E+01  0.1829E+00
 -11.312  0.3309E+01  0.2148E+00
 -11.302  0.3567E+01  0.2492E+00
 -11.292  0.3841E+01  0.2862E+00
 -11.282  0.4128E+01  0.3260E+00
 -11.272  0.4422E+01  0.3688E+00
 -11.262  0.4842E+01  0.4150E+00
 -11.252  0.5292E+01  0.4656E+00
 -11.242  0.5774E+01  0.5208E+00
 -11.232  0.7164E+01  0.5853E+00
 -11.222  0.7278E+01  0.6585E+00
 -11.212  0.7138E+01  0.7309E+00
 -11.202  0.7015E+01  0.8014E+00
 -11.192  0.6909E+01  0.8712E+00
 -11.182  0.6714E+01  0.9393E+00
 -11.172  0.6609E+01  0.1006E+01
 -11.162  0.6502E+01  0.1071E+01
 -11.152  0.6310E+01  0.1136E+01
 -11.142  0.6182E+01  0.1198E+01
 -11.132  0.6060E+01  0.1259E+01
 -11.122  0.5908E+01  0.1319E+01
 -11.112  0.5745E+01  0.1377E+01
 -11.102  0.5588E+01  0.1434E+01
 -11.092  0.5434E+01  0.1489E+01
 -11.082  0.5272E+01  0.1543E+01
 -11.072  0.5112E+01  0.1595E+01
 -11.062  0.4907E+01  0.1645E+01
 -11.052  0.4681E+01  0.1693E+01
 -11.042  0.4559E+01  0.1739E+01
 -11.032  0.4358E+01  0.1784E+01
 -11.022  0.3794E+01  0.1825E+01
 -11.012  0.3093E+01  0.1859E+01
 -11.002  0.2648E+01  0.1888E+01
 -10.992  0.2291E+01  0.1912E+01
 -10.982  0.1954E+01  0.1933E+01
 -10.972  0.1699E+01  0.1952E+01
 -10.962  0.1391E+01  0.1967E+01
 -10.952  0.1157E+01  0.1980E+01
 -10.942  0.8442E+00  0.1990E+01
 -10.932  0.5293E+00  0.1997E+01
 -10.922  0.3444E+02  0.2056E+01
 -10.912  0.3168E+02  0.2735E+01
 -10.902  0.2956E+02  0.3037E+01
 -10.892  0.2632E+02  0.3308E+01
 -10.882  0.2119E+02  0.3535E+01
 -10.872  0.2011E+02  0.3742E+01
 -10.862  0.2003E+02  0.3943E+01
 -10.852  0.1854E+02  0.4132E+01
 -10.842  0.1818E+02  0.4316E+01
 -10.832  0.1839E+02  0.4498E+01
 -10.822  0.1776E+02  0.4679E+01
 -10.812  0.1785E+02  0.4857E+01
 -10.802  0.1846E+02  0.5038E+01
 -10.792  0.1813E+02  0.5221E+01
 -10.782  0.1883E+02  0.5404E+01
 -10.772  0.1910E+02  0.5596E+01
 -10.762  0.2042E+02  0.5792E+01
 -10.752  0.1059E+02  0.5992E+01
 -10.742  0.0000E+00  0.6000E+01
 -10.732  0.0000E+00  0.6000E+01
 -10.722  0.0000E+00  0.6000E+01
 -10.712  0.0000E+00  0.6000E+01
 -10.702  0.0000E+00  0.6000E+01
 -10.692  0.0000E+00  0.6000E+01
 -10.682  0.0000E+00  0.6000E+01
 -10.672  0.0000E+00  0.6000E+01
 -10.662  0.0000E+00  0.6000E+01
 -10.652  0.0000E+00  0.6000E+01
 -10.642  0.0000E+00  0.6000E+01
 -10.632  0.0000E+00  0.6000E+01
 -10.622  0.0000E+00  0.6000E+01
 -10.612  0.0000E+00  0.6000E+01
 -10.602  0.0000E+00  0.6000E+01
 -10.592  0.0000E+00  0.6000E+01
 -10.582  0.0000E+00  0.6000E+01
 -10.572  0.0000E+00  0.6000E+01
 -10.562  0.0000E+00  0.6000E+01
 -10.552  0.0000E+00  0.6000E+01
 -10.542  0.0000E+00  0.6000E+01
 -10.532  0.0000E+00  0.6000E+01
 -10.522  0.0000E+00  0.6000E+01
 -10.512  0.0000E+00  0.6000E+01
 -10.502  0.0000E+00  0.6000E+01
 -10.492  0.0000E+00  0.6000E+01
 -10.482  0.0000E+00  0.6000E+01
 -10.472  0.0000E+00  0.6000E+01
 -10.462  0.0000E+00  0.6000E+01
 -10.452  0.0000E+00  0.6000E+01
 -10.442  0.0000E+00  0.6000E+01
 -10.432  0.0000E+00  0.6000E+01
 -10.422  0.0000E+00  0.6000E+01
 -10.412  0.0000E+00  0.6000E+01
 -10.402  0.0000E+00  0.6000E+01
 -10.392  0.0000E+00  0.6000E+01
 -10.382  0.0000E+00  0.6000E+01
 -10.372  0.0000E+00  0.6000E+01
 -10.362  0.0000E+00  0.6000E+01
 -10.352  0.0000E+00  0.6000E+01
 -10.342  0.0000E+00  0.6000E+01
 -10.332  0.0000E+00  0.6000E+01
 -10.322  0.0000E+00  0.6000E+01
 -10.312  0.0000E+00  0.6000E+01
 -10.302  0.0000E+00  0.6000E+01
 -10.292  0.0000E+00  0.6000E+01
