    0.0000  -11.4216
    0.0173  -11.4212
    0.0346  -11.4200
    0.0520  -11.4180
    0.0693  -11.4152
    0.0866  -11.4115
    0.1039  -11.4071
    0.1212  -11.4020
    0.1386  -11.3960
    0.1559  -11.3893
    0.1732  -11.3819
    0.1905  -11.3737
    0.2078  -11.3648
    0.2252  -11.3553
    0.2425  -11.3451
    0.2598  -11.3342
    0.2771  -11.3228
    0.2944  -11.3108
    0.3118  -11.2982
    0.3291  -11.2851
    0.3464  -11.2716
    0.3637  -11.2576
    0.3811  -11.2432
    0.3984  -11.2284
    0.4157  -11.2134
    0.4330  -11.1981
    0.4503  -11.1826
    0.4677  -11.1669
    0.4850  -11.1512
    0.5023  -11.1354
    0.5196  -11.1197
    0.5369  -11.1040
    0.5543  -11.0885
    0.5716  -11.0733
    0.5889  -11.0584
    0.6062  -11.0438
    0.6235  -11.0297
    0.6409  -11.0161
    0.6582  -11.0032
    0.6755  -10.9909
    0.6928  -10.9794
    0.7101  -10.9688
    0.7275  -10.9590
    0.7448  -10.9502
    0.7621  -10.9425
    0.7794  -10.9358
    0.7967  -10.9303
    0.8141  -10.9259
    0.8314  -10.9228
    0.8487  -10.9209
    0.8660  -10.9203
    0.8760  -10.9204
    0.8860  -10.9207
    0.8960  -10.9212
    0.9060  -10.9219
    0.9160  -10.9228
    0.9260  -10.9239
    0.9360  -10.9252
    0.9460  -10.9267
    0.9560  -10.9283
    0.9660  -10.9301
    0.9760  -10.9321
    0.9860  -10.9342
    0.9960  -10.9365
    1.0060  -10.9388
    1.0160  -10.9413
    1.0260  -10.9439
    1.0360  -10.9466
    1.0460  -10.9494
    1.0560  -10.9523
    1.0660  -10.9552
    1.0760  -10.9581
    1.0860  -10.9611
    1.0960  -10.9641
    1.1060  -10.9672
    1.1160  -10.9702
    1.1260  -10.9732
    1.1360  -10.9762
    1.1460  -10.9791
    1.1560  -10.9820
    1.1660  -10.9848
    1.1760  -10.9876
    1.1860  -10.9903
    1.1960  -10.9929
    1.2060  -10.9954
    1.2160  -10.9978
    1.2260  -11.0001
    1.2360  -11.0022
    1.2460  -11.0043
    1.2560  -11.0061
    1.2660  -11.0079
    1.2760  -11.0095
    1.2860  -11.0109
    1.2960  -11.0122
    1.3060  -11.0133
    1.3160  -11.0143
    1.3260  -11.0151
    1.3360  -11.0157
    1.3460  -11.0161
    1.3560  -11.0164
    1.3660  -11.0165
 
    0.0000  -10.7516
    0.0173  -10.7517
    0.0346  -10.7523
    0.0520  -10.7531
    0.0693  -10.7543
    0.0866  -10.7559
    0.1039  -10.7578
    0.1212  -10.7600
    0.1386  -10.7625
    0.1559  -10.7653
    0.1732  -10.7684
    0.1905  -10.7717
    0.2078  -10.7754
    0.2252  -10.7792
    0.2425  -10.7833
    0.2598  -10.7876
    0.2771  -10.7921
    0.2944  -10.7968
    0.3118  -10.8016
    0.3291  -10.8066
    0.3464  -10.8116
    0.3637  -10.8168
    0.3811  -10.8220
    0.3984  -10.8273
    0.4157  -10.8326
    0.4330  -10.8379
    0.4503  -10.8432
    0.4677  -10.8484
    0.4850  -10.8536
    0.5023  -10.8587
    0.5196  -10.8637
    0.5369  -10.8686
    0.5543  -10.8734
    0.5716  -10.8780
    0.5889  -10.8825
    0.6062  -10.8868
    0.6235  -10.8908
    0.6409  -10.8947
    0.6582  -10.8983
    0.6755  -10.9017
    0.6928  -10.9048
    0.7101  -10.9077
    0.7275  -10.9103
    0.7448  -10.9126
    0.7621  -10.9146
    0.7794  -10.9164
    0.7967  -10.9178
    0.8141  -10.9189
    0.8314  -10.9197
    0.8487  -10.9201
    0.8660  -10.9203
    0.8760  -10.9203
    0.8860  -10.9203
    0.8960  -10.9203
    0.9060  -10.9203
    0.9160  -10.9203
    0.9260  -10.9203
    0.9360  -10.9203
    0.9460  -10.9203
    0.9560  -10.9204
    0.9660  -10.9204
    0.9760  -10.9204
    0.9860  -10.9204
    0.9960  -10.9204
    1.0060  -10.9204
    1.0160  -10.9204
    1.0260  -10.9205
    1.0360  -10.9205
    1.0460  -10.9205
    1.0560  -10.9205
    1.0660  -10.9205
    1.0760  -10.9206
    1.0860  -10.9206
    1.0960  -10.9206
    1.1060  -10.9206
    1.1160  -10.9206
    1.1260  -10.9207
    1.1360  -10.9207
    1.1460  -10.9207
    1.1560  -10.9207
    1.1660  -10.9208
    1.1760  -10.9208
    1.1860  -10.9208
    1.1960  -10.9208
    1.2060  -10.9208
    1.2160  -10.9208
    1.2260  -10.9209
    1.2360  -10.9209
    1.2460  -10.9209
    1.2560  -10.9209
    1.2660  -10.9209
    1.2760  -10.9209
    1.2860  -10.9209
    1.2960  -10.9210
    1.3060  -10.9210
    1.3160  -10.9210
    1.3260  -10.9210
    1.3360  -10.9210
    1.3460  -10.9210
    1.3560  -10.9210
    1.3660  -10.9210
 
    0.0000  -10.7516
    0.0173  -10.7517
    0.0346  -10.7523
    0.0520  -10.7531
    0.0693  -10.7543
    0.0866  -10.7559
    0.1039  -10.7578
    0.1212  -10.7600
    0.1386  -10.7625
    0.1559  -10.7653
    0.1732  -10.7684
    0.1905  -10.7717
    0.2078  -10.7754
    0.2252  -10.7792
    0.2425  -10.7833
    0.2598  -10.7876
    0.2771  -10.7921
    0.2944  -10.7968
    0.3118  -10.8016
    0.3291  -10.8066
    0.3464  -10.8116
    0.3637  -10.8168
    0.3811  -10.8220
    0.3984  -10.8273
    0.4157  -10.8326
    0.4330  -10.8379
    0.4503  -10.8432
    0.4677  -10.8484
    0.4850  -10.8536
    0.5023  -10.8587
    0.5196  -10.8637
    0.5369  -10.8686
    0.5543  -10.8734
    0.5716  -10.8780
    0.5889  -10.8825
    0.6062  -10.8868
    0.6235  -10.8908
    0.6409  -10.8947
    0.6582  -10.8983
    0.6755  -10.9017
    0.6928  -10.9048
    0.7101  -10.9077
    0.7275  -10.9103
    0.7448  -10.9126
    0.7621  -10.9146
    0.7794  -10.9164
    0.7967  -10.9178
    0.8141  -10.9189
    0.8314  -10.9197
    0.8487  -10.9201
    0.8660  -10.9203
    0.8760  -10.9203
    0.8860  -10.9203
    0.8960  -10.9203
    0.9060  -10.9203
    0.9160  -10.9203
    0.9260  -10.9203
    0.9360  -10.9203
    0.9460  -10.9203
    0.9560  -10.9204
    0.9660  -10.9204
    0.9760  -10.9204
    0.9860  -10.9204
    0.9960  -10.9204
    1.0060  -10.9204
    1.0160  -10.9204
    1.0260  -10.9205
    1.0360  -10.9205
    1.0460  -10.9205
    1.0560  -10.9205
    1.0660  -10.9205
    1.0760  -10.9206
    1.0860  -10.9206
    1.0960  -10.9206
    1.1060  -10.9206
    1.1160  -10.9206
    1.1260  -10.9207
    1.1360  -10.9207
    1.1460  -10.9207
    1.1560  -10.9207
    1.1660  -10.9208
    1.1760  -10.9208
    1.1860  -10.9208
